CreatedDateTime; LastModBy; Priority; ResolvedDateTime; Task via JournalAssocTaskAssignment (0...N : 0...1).CreatedDateTime; Details; Task via JournalAssocTaskAssignment (0...N : 0...1).Subject; AssignmentID; NotesBody; IncidentLocation; LastModDateTime; Incident Number
2/11/22 8:18; MARTIN_NIELSON; 1; 2/11/22 8:18; 2/9/22 11:53; "**Per Lee Hargrove in security the issue has returned.**

Called in by Security who received report over the radio. ""Waiting for line"" on display. Message when to dial out. School is able to receive calls and does have internet.
843-452-4648"; HVES- Harbor View unable to make outside calls; 229500; Went to school and found the PRI bouncing at the AT&T Smart Jack.   Reported issue to AT&T and AT&T tech repaired it.; Harbor View Elementary; 2/11/22 8:18; 401296
2/9/22 11:10; Christopher_Hamner; 1; 2/9/22 11:10; 2/9/22 10:40; "Called in by Security who received report over the radio. ""Waiting for line"" on display. Message when to dial out. School is able to receive calls and does have internet.
843-452-4648"; HVES- Harbor View unable to make outside calls; 229462; Confirmed with the school that all phones were operational; Harbor View Elementary; 2/9/22 11:10; 401296
5/24/22 13:52; NATHAN_DIAS; 1; 5/24/22 13:52; 5/6/22 10:45; "Was able to get user printing by installing entry for
""slnxds2server"" (2 rather than 1).
User's computer is available daily for troubleshooting from 2pm-3pm"; PES4- Unable to print to Ricoh Secure Print Jobs not showing up at Printer; 244942; "Participated in multiple multi-hour troubleshooting Zoom calls;  multiple status update calls;  multiple phone calls with Stevens Adams and Ron Godbey;  etc.;  responding to many emails;  etc.  

Much of the trouble consisted of Ricoh getting their side of the VPN tunnel working;  as well as Ricoh not giving us a complete list of network ports."; Pepperhill Elementary; 5/24/22 13:53; 422453
5/16/22 14:57; MILES_KEENER; 1; 5/16/22 14:57; 5/6/22 10:46; "Was able to get user printing by installing entry for
""slnxds2server"" (2 rather than 1).
User's computer is available daily for troubleshooting from 2pm-3pm"; PES4- Unable to print to Ricoh Secure Print Jobs not showing up at Printer; 244943; Helped with troubleshooting.; Pepperhill Elementary; 5/16/22 14:58; 422453
7/21/22 9:05; WILLIAM_WHITE; 1; 7/21/22 9:05; 7/21/22 8:42; "Main line  of the school is unable to take calls
main line phone number: 843-767-5914
Ms. smalls call back number: 8439060045"; HPES- Hunley Park is unable to take incoming calls; 253292; Tested icoming calls to main number. Main number programmed to only go to extension 1000. Worked with marty who added extension 1010 as a hunt group member.; Hunley Park Elementary; 7/21/22 9:05; 435810
7/21/22 9:01; MARTIN_NIELSON; 1; 7/21/22 9:01; 7/21/22 9:00; "Main line  of the school is unable to take calls
main line phone number: 843-767-5914
Ms. smalls call back number: 8439060045"; HPES- Hunley Park is unable to take incoming calls; 253294; "Added user to Hunt Group and ended calls to the General Mailbox;  Ext# 1111."; Hunley Park Elementary; 7/21/22 9:01; 435810
8/24/22 15:00; MARTIN_NIELSON; 1; 8/24/22 15:00; 8/24/22 9:21; "User states PA not working;  can't communicate with staff over intercom.
No way to make school-wide announcements."; MFES- PA System Down; 259883; Reset device and tested the Paging.; Mary Ford Early Learning and Family Center; 8/24/22 15:00; 448807
8/24/22 9:23; Chris_Fox.c; 1; 8/24/22 9:23; 8/24/22 8:21; "User states PA not working;  can't communicate with staff over intercom.
No way to make school-wide announcements."; MFES- PA System Down; 259837; Dispatched to the correct team; Mary Ford Early Learning and Family Center; 8/24/22 9:23; 448807
10/20/22 14:26; RYAN_RAESEMANN; 1; 10/20/22 14:26; 10/19/22 8:02; "(Submitted via Self Service)
Unable to call the Help Desk. Line rings. but nothing answers.



***This is indeed happening;  the help desk line is currently down and being worked on at this time."; CEWS- (SS) Unable to call the help desk. The line doesn't ring; 271394; "Segra ticket was submitted for area outage.  Issue was resolved later in the day by Segra;  with no RFO given."; C E Williams South Middle; 10/20/22 14:26; 472814
10/19/22 7:53; Tyler_Barron.c; 1; 10/19/22 7:53; 10/19/22 7:27; "(Submitted via Self Service)
Unable to call the Help Desk. The line does not ring.


***This is indeed happening;  the help desk line is down at this time and being worked on at this moment."; CEWS- (SS) Unable to call the help desk. The line doesn't ring; 271389; Help desk is down momentarily for a short period of time.; C E Williams South Middle; 10/19/22 7:53; 472814
1/25/23 14:48; RYAN_RAESEMANN; 1; 1/25/23 14:48; 1/24/23 14:06; "Customer reports that there is no internet or phones at the school;  orion is red. Customer checked library and several other rooms to confirm.

Anthony Rodriquez would like an email or phone call:
ANTHONY_RODRIGUEZ@charleston.k12.sc.us
843-200-7562"; AOES- Network connectivity issues/Phone issues; 285154; Completed (a 2nd time) by resetting the core router.; Angel Oak Elementary; 1/25/23 14:48; 499611
1/24/23 13:35; RYAN_RAESEMANN; 1; 1/24/23 13:35; 1/24/23 12:43; "Customer reports that there is no internet or phones at the school;  orion is red. Customer checked library and several other rooms to confirm."; AOES- Network connectivity issues/Phone issues; 285097; "Cristian Toscano;  field tech on Johns Island;  investigated the outage and found that the Ciena box on the wall had lost power.  Once resolved;  the school regained phone and internets."; Angel Oak Elementary; 1/24/23 13:35; 499611
2/22/23 14:55; MILES_KEENER; 1; 2/22/23 14:55; 2/20/23 6:45; network down today - TTC palmer campus is down at the location - all red in orion; "ECHS- Early college HS;  TTC campus down"; 290008; The UPS was replaced; Early College High School; 2/22/23 14:55; 509379
2/20/23 10:00; Christian_Simmons.c; 1; 2/20/23 10:00; 2/20/23 7:29; network down today - TTC palmer campus is down at the location - all red in orion; "ECHS- Early college HS;  TTC campus down"; 290010; The network went down at the palmer campus. I went and got a brand new UPS device. I checked the old ups device and it was on its last leg. I swapped out the old for the new. The device slowly came up.; Early College High School; 2/20/23 10:00; 509379
3/27/23 14:07; MELISSA_BRYSON; 1; 3/27/23 14:07; 3/27/23 12:41; "network outtage at Drayton Hall - reporting by Field tech Melissa Bryson;  no phones;  network;  FT cannot get anything either when there."; DHES- network outtage at Drayton Hall; 295994; Network engineer came out to school to resolve issue.; Drayton Hall Elementary; 3/27/23 14:07; 521368
3/27/23 14:04; JOSHUA_CHAVIS; 1; 3/27/23 14:04; 3/27/23 12:41; "network outtage at Drayton Hall - reporting by Field tech Melissa Bryson;  no phones;  network;  FT cannot get anything either when there."; DHES- network outtage at Drayton Hall; 295995; "Bad network connection and device issues detected. Once devices were unplugged from the Core;  the network came back up. JC 03/27/23"; Drayton Hall Elementary; 3/27/23 14:04; 521368
3/30/23 10:38; WILLIAM_WHITE; 1; 3/30/23 10:38; 3/30/23 7:00; network down at jennie moore - orion shows red all over; JMES- network down at jennie moore; 296644; "Worked with miles to diagnose and fix data loop found in Main TR. Disabled IPV6 per miles. Christian Simmons was on site to verify that inbound and outbound calls;  PA;  and the internet is back up."; Jennie Moore Elementary; 3/30/23 10:38; 522472
3/30/23 8:42; Caleb_Fields.c; 1; 3/30/23 8:42; 3/30/23 7:00; network down at jennie moore - orion shows red all over; JMES- network down at jennie moore; 296643; NetOps completed upon arrival; Jennie Moore Elementary; 3/30/23 8:42; 522472
4/3/23 7:48; Lawrence_Alexis.c; 1; 4/3/23 7:48; 4/3/23 7:24; "west ashley CAS internet and phone are down - reported by Security

***all down in Orion"; WCAS- west ashley CAS internet and phone; 297053; Issue was resolved prior to my arrival.; West Ashley CAS; 4/3/23 7:48; 523270
4/3/23 7:47; JOSHUA_CHAVIS; 1; 4/3/23 7:47; 4/3/23 7:24; "west ashley CAS internet and phone are down - reported by Security

***all down in Orion"; WCAS- west ashley CAS internet and phone; 297054; Verified configuration match in Cloud tool to switches. JC 04/03/23; West Ashley CAS; 4/3/23 7:47; 523270
5/1/23 12:35; WILLIAM_WHITE; 1; 5/1/23 12:35; 5/1/23 7:08; "Caller reports that the internet is down across the Palmer Campus

Segra Trouble Ticket# 722674
Check ticket status at 10:34 with dispatch and no change."; ECHS- Campus-Wide Internet Down; 300382; Segra circuit is back up after repair. Perform site visit and Internet and is back up.; Early College High School; 5/1/23 12:35; 529701
5/1/23 8:05; GREGORY_BAGGETT; 1; 5/1/23 8:05; 5/1/23 7:09; Caller reports that the internet is down across the Palmer Campus; ECHS- Campus-Wide Internet Down; 300383; William was on site when I arrived. He found that it was an ISP issue. He and Miles are working with them to resolve the issue.; Early College High School; 5/1/23 8:05; 529701
5/22/23 7:45; MILES_KEENER; 1; 5/22/23 7:45; 5/22/23 6:36; "procurement dept at bridgeview - no phones internet;  red nodes in Orion at this moment"; BVUE- procurement dept at bridgiview - no phones no internet; 303807; A switch was down in the 2nd floor data closet. A reboot resolved the switch issue.; Bridgeview; 5/22/23 7:45; 535948
5/22/23 7:04; GREGORY_BAGGETT; 1; 5/22/23 7:04; 5/22/23 6:36; "procurement dept at bridgeview - no phones internet;  red nodes in Orion at this moment"; BVUE- procurement dept at bridgiview - no phones no internet; 303806; Issue solved upon arrival. Per miles in teams Pri 1 channel the issue has been resolved.; Bridgeview; 5/22/23 7:04; 535948
5/26/23 9:16; cristian_toscano.c; 1; 5/26/23 9:16; 5/26/23 8:19; Security called stating Angel oak had a power outtage and now their network and phones are not working after power restored; AOES- angel oak outage; 304671; Power and network are back up; Angel Oak Elementary; 5/26/23 9:16; 537410
5/26/23 8:42; MARTIN_NIELSON; 1; 5/26/23 8:42; 5/26/23 8:19; Security called stating Angel oak had a power outtage and now their network and phones are not working after power restored; AOES- angel oak outage; 304672; School had a power outage.   TRs powered back up once power was restored.; Angel Oak Elementary; 5/26/23 8:42; 537410
5/30/23 7:55; MILES_KEENER; 1; 5/30/23 7:55; 5/30/23 6:35; "network and phone lines down - procurement office;  records and archives dept"; "BVUE- network and phone lines down - procurement;  records and archives"; 304978; Rebooted switches to restore connection. Will continue to look for root cause of disruption in service.; Bridgeview; 5/30/23 7:55; 537851
5/30/23 7:01; GREGORY_BAGGETT; 1; 5/30/23 7:01; 5/30/23 6:35; "network and phone lines down - procurement office;  records and archives dept"; "BVUE- network and phone lines down - procurement;  records and archives"; 304977; Issue solved upon arrival. Miles had already fixed issue before I arrived.; Bridgeview; 5/30/23 7:01; 537851
5/30/23 11:36; WILLIAM_WHITE; 1; 5/30/23 11:36; 5/30/23 8:40; network outtage - minnie hughes is experiencing network outtage at this time; MHES- network outtage minnie hughs; 305025; "Located defective ups in MTR. Installed a new unit until a replacement arrives. Powered up down devices on new ups for Ciena box internet circuit;  Segra internet circuit and EPS4000 power. Network has been restored"; Minnie Hughes Elementary; 5/30/23 11:36; 537914
5/30/23 9:52; KEANNETTE_PEREZ; 1; 5/30/23 9:52; 5/30/23 8:40; network outtage - minnie hughes is experiencing network outtage at this time; MHES- network outtage minnie hughs; 305024; "With help of network team found two rows in panel stack off;  removed those plugged and reset in open outlets. Panel restarted to resolve."; Minnie Hughes Elementary; 5/30/23 9:52; 537914
6/7/23 14:48; MILES_KEENER; 1; 6/7/23 14:48; 6/7/23 7:40; "Network outage reported school wide
At&t ticket open and Miles / Joshua are aware.

Kimberly Wright  called from the school;  noting the network is still down."; JEES- Network outage reported school wide; 308641; At&t was able to complete the repair to fiber connections; Jane Edwards Elementary; 6/7/23 14:48; 541427
6/7/23 9:14; KEANNETTE_PEREZ; 1; 6/7/23 9:14; 6/7/23 7:39; "Network outage reported school wide
At&t ticket open and Miles / Joshua are aware.

Kimberly Wright  called from the school;  noting the network is still down."; JEES- Network outage reported school wide; 308640; netops has someone on site waiting for ATT tech; Jane Edwards Elementary; 6/7/23 9:14; 541427
6/7/23 9:10; JOSHUA_CHAVIS; 1; 6/7/23 9:10; 6/7/23 7:53; "no network at this time at SAMS campus - Dist 10 area on Orion - SAMS is red.

No network and phones are down as well"; SAMS- network out at SAMS campus; 308647; "Power was lost to the Wireless Controller;  and the backup power supply was found in the switched off position. At this time all nodes are up and Wireless and Network functionality are both operational. JC 06/07/23"; St. Andrew's (SAMS) Middle; 6/7/23 9:10; 541715
6/7/23 9:04; TIMOTHY_GLASSCOCK; 1; 6/7/23 9:04; 6/7/23 7:53; "no network at this time at SAMS campus - Dist 10 area on Orion - SAMS is red.

No network and phones are down as well"; SAMS- network out at SAMS campus; 308646; Verified all users back online after outage. Worked with Netops after they completed repair.; St. Andrew's (SAMS) Middle; 6/7/23 9:04; 541715
6/8/23 13:08; Caleb_Fields.c; 1; 6/8/23 13:08; 6/8/23 12:05; "Server will not power back on. 

network is down;  phones as well"; "JBEE- network is down;  phones as well"; 309126; Restarted server per directions of netops.; James B Edwards Elementary; 6/8/23 13:08; 542408
6/8/23 12:38; WILLIAM_WHITE; 1; 6/8/23 12:38; 6/8/23 7:11; "network is down;  phones as well"; "JBEE- network is down;  phones as well"; 309033; Power issue was reported by field tech. AD server onsite is still down. Created a task for the server team; James B Edwards Elementary; 6/8/23 12:38; 542408
6/8/23 12:22; WARREN_DISBROW; 1; 6/8/23 12:22; 6/8/23 10:51; "network is down;  phones as well"; "JBEE- network is down;  phones as well"; 309095; Server iLO will not load. Server host booted without issues. Need to open support case with HPE for iLO replacement.; James B Edwards Elementary; 6/8/23 12:22; 542408
6/8/23 10:39; Caleb_Fields.c; 1; 6/8/23 10:39; 6/8/23 7:11; "network is down;  phones as well"; "JBEE- network is down;  phones as well"; 309032; "Electricial issue was resolved;  fixing the wifi and phones"; James B Edwards Elementary; 6/8/23 10:39; 542408
6/20/23 11:58; DYLAN_MERRY; 1; 6/20/23 11:58; 6/20/23 9:28; "Sullivan's Island network out 

Called in from front office - she states that she was online and then got a weird network message and then nothing at all.  She has received other reports as well throughout"; SIES- Sullivan's Island network out; 310190; Showed up to SIES to ensure network connection; Sullivan's Island Elementary; 6/20/23 11:58; 544797
6/20/23 11:21; MILES_KEENER; 1; 6/20/23 11:21; 6/20/23 9:28; "Sullivan's Island network out 

Called in from front office - she states that she was online and then got a weird network message and then nothing at all.  She has received other reports as well throughout"; SIES- Sullivan's Island network out; 310191; At&t resolved the issue with Sullivan's Island WAN; Sullivan's Island Elementary; 6/20/23 11:21; 544797
6/28/23 14:12; MILES_KEENER; 1; 6/28/23 14:12; 6/27/23 10:58; "Network is down at deer park;  Orion is showing all red. User confirmed multiple locations as well."; DP- Network and phones down; 310739; Power was restored to the MTR and the network came back up.; Deer Park Middle; 6/28/23 14:12; 546296
6/27/23 12:01; COREY_TAYLOR; 1; 6/27/23 12:01; 6/27/23 10:58; "Network is down at deer park;  Orion is showing all red. User confirmed multiple locations as well."; DP- Network and phones down; 310738; "Issue is electrical. Portions of the Gymnasium (where MTR is located) Power are offline. Per Miles Keener;  the electricians are working on the issue and would be back up today. Relayed this information to principal."; Deer Park Middle; 6/27/23 12:01; 546296
7/6/23 7:31; WILLIAM_WHITE; 1; 7/6/23 7:31; 7/6/23 6:50; "No network connection via Wired and wireless through out the building.

Telephones are down as well.

Customer reports that someone went out to the building on yesterday to check on this issue however the issue arose again.

Node is red in Orion for Building  1005"; BVUE- Network outage; 311276; Performed a reboot of the network switch in TR5 after I was unable to access it via serial cable for diagnostic purposes. Confirmed after reboot with staff that phones and internet are back up.; Bridgeview; 7/6/23 7:31; 547845
7/6/23 7:29; GREGORY_BAGGETT; 1; 7/6/23 7:29; 7/6/23 6:49; "No network connection via Wired and wireless through out the building.

Telephones are down as well.

Customer reports that someone went out to the building on yesterday to check on this issue however the issue arose again.

Node is red in Orion for Building  1005"; BVUE- Network outage; 311275; Verified switch was up and running and that the room was not too hot. William arrived and power cycled the switch and then verified system functionality after switch was back up.; Bridgeview; 7/6/23 7:29; 547845
7/19/23 11:35; JOSHUA_CHAVIS; 1; 7/19/23 11:35; 7/19/23 8:02; "The network is down and phones are down.

Orion is showing RED for Minnie Hughes."; MHES- Network outage; 312010; "Network equipment was power cycled prior to arrival. Judging on behavior of other schools going down;  it would likely have been an OSPF issue that a circuit port reset would have fixed."; Minnie Hughes Elementary; 7/19/23 11:35; 550173
7/19/23 9:34; KEANNETTE_PEREZ; 1; 7/19/23 9:34; 7/19/23 8:02; "The network is down and phones are down.

Orion is showing RED for Minnie Hughes."; MHES- Network outage; 312009; powercycled main TR to restore in internet and wifi; Minnie Hughes Elementary; 7/19/23 9:34; 550173
7/19/23 11:36; JOSHUA_CHAVIS; 1; 7/19/23 11:36; 7/19/23 8:00; "is reporting network issues at Ellington. Caller spoke with multiple users all reporting network loss 
Had caller  ping 80.80.80.80 
she's getting 100% packet loss. EB Ellington is fully red in Orion (See attached image)"; EBES- Network connection outage at E B Ellington; 312004; "Network equipment was power cycled prior to arrival. Judging on behavior of other schools going down;  it would likely have been an OSPF issue that a circuit port reset would have fixed."; E B Ellington Elementary; 7/19/23 11:36; 550189
7/19/23 8:54; KEANNETTE_PEREZ; 1; 7/19/23 8:54; 7/19/23 8:00; "is reporting network issues at Ellington. Caller spoke with multiple users all reporting network loss 
Had caller  ping 80.80.80.80 
she's getting 100% packet loss. EB Ellington is fully red in Orion (See attached image)"; EBES- Network connection outage  at E B Ellington; 312005; power cycled all devices in main TR to restore; E B Ellington Elementary; 7/19/23 8:54; 550189
7/28/23 11:25; WILLIAM_WHITE; 1; 7/28/23 11:25; 7/27/23 10:16; "Phones/Network are down for St. James-Santee Elementary. All nodes are showing down on Orion.

- Performed site visit and located issue with internet circuit. Reported issue to Segra and AT&T

 St James Santee   AT&T Ticket# NG026990   
 St James Santee    Segra Ticket# 765679"; SJSE- Phones/Network are down for St. James-Santee Elementary.; 312730; Phones and internet are back up after Segra has restored service.. all nodes are up on Orion for this site; St. James-Santee Elementary; 7/28/23 11:25; 551622
7/27/23 13:41; Daquon_Bibbs; 1; 7/27/23 13:41; 7/27/23 10:17; Phones/Network are down for St. James-Santee Elementary. All nodes are showing down on Orion.; SJSE- Phones/Network are down for St. James-Santee Elementary.; 312732; Spoke to William White. The segra circuit is down Being reported to the service provider.; St. James-Santee Elementary; 7/27/23 13:41; 551622
8/8/23 9:51; MARTIN_NIELSON; 1; 8/8/23 9:51; 8/7/23 14:09; "Phones at Mount Zion Elementary are not transmitting audio when calling out. No one able to hear. Believed to be down for the entire school. Reported by security. When I called the front desk number  (843) 559-3841 we were both able to hear each other but the audio was very choppy. Also;  the *98 feature to pick up other incoming calls does not work anymore. Reported by Myrna Murrell.

Myrna called back and stated that the phones are still not working. They are experiencing the same issues they were earlier."; MZES- Mount Zion Elementary Phones Not Working - Reopening Myrna Called Back; 313507; Called and talked with Myrna and she said the calls are doing great today.; Mt. Zion Elementary; 8/8/23 9:51; 553091
8/7/23 10:48; MARTIN_NIELSON; 1; 8/7/23 10:48; 8/7/23 10:00; Phones at Mount Zion Elementary are not transmitting audio when calling out. No one able to hear. Believed to be down for the entire school. When I called the front desk number  (843) 559-3841 we were both able to hear each other but the audio was very choppy. Reported by security.; MZES- Mount Zion Elementary Phones Not Working; 313428; Called customer on another phone in the front office.   Had her unplug/plug the phone and it is working now.  Tested *98 and it's working too.; Mt. Zion Elementary; 8/7/23 10:48; 553091
8/9/23 13:23; JOSHUA_CHAVIS; 1; 8/9/23 13:23; 8/8/23 13:06; "User states Jennie Moores network connection and the phone system are down;  they are unsure if they can make or receive calls. No one is able to connect to the network and Orion is showing the vast majority of nodes as down.
The phones and network are down school-wide."; JMES- User states Jennie Moores network connection and the phone system are down; 313667; Issue was frozen promethean board flooding the network closet with bad traffic. Confirmed that router is now running better and that service was restored yesterday. JC 08/09/23; Jennie Moore Elementary; 8/9/23 13:23; 553537
8/9/23 8:27; Caleb_Fields.c; 1; 8/9/23 8:27; 8/8/23 13:06; "User states Jennie Moores network connection and the phone system are down;  they are unsure if they can make or receive calls. No one is able to connect to the network and Orion is showing the vast majority of nodes as down.
The phones and network are down school-wide."; JMES- User states Jennie Moores network connection and the phone system are down; 313666; Phones and internet are working; Jennie Moore Elementary; 8/9/23 8:27; 553537
8/17/23 12:28; MARTIN_NIELSON; 1; 8/17/23 12:28; 8/17/23 10:50; "Leslie Hargrove;  Security at Burke;  called to inform us that the Assistant Principal;  Alan Smith;  reported phones and network are down. Not able to receive calls or access the internet at all. I tried calling the secretary and the school counselors office and both went straight to voicemail."; BHS- Network and Phone Outage; 314983; Temporary disabled the Comcast link.   The router was bypassing the AT&T circuit for it.  School said they are up & running.; Burke High; 8/17/23 12:28; 556838
8/17/23 11:52; GREGORY_BAGGETT; 1; 8/17/23 11:52; 8/17/23 10:55; "Leslie Hargrove;  Security at Burke;  called to inform us that the Assistant Principal;  Alan Smith;  reported phones and network are down. Not able to receive calls or access the internet at all. I tried calling the secretary and the school counselors office and both went straight to voicemail."; BHS- Network and Phone Outage; 314988; Netops was able to restore the router configuration before I was able to arrive. Was told Burke is up and running again.; Burke High; 8/17/23 11:52; 556838
8/22/23 8:02; JOSHUA_CHAVIS; 1; 8/22/23 8:02; 8/22/23 6:48; User called in to report that internet and phones are down school-wide. All red in Orion. They haven't had any recent power outages.; CEWN- Phones and Internet Not Working; 316016; The Backup Circuit kicked in and a power cycle of the Primary Ciena box fixed the Primary circuit. The school is now going through the Primary circuit. JC 08/22/23; C E Williams North; 8/22/23 8:02; 559011
8/22/23 7:49; Lawrence_Alexis.c; 1; 8/22/23 7:49; 8/22/23 6:48; User called in to report that internet and phones are down school-wide. All red in Orion. They haven't had any recent power outages.; CEWN- Phones and Internet Not Working; 316015; A ticket has been submitted to AT&T to have the primary circut reestablished.; C E Williams North; 8/22/23 7:49; 559011
8/24/23 9:06; JOSHUA_CHAVIS; 1; 8/24/23 9:06; 8/23/23 15:13; No Phones and Internet School wide.; AOES- Network Outage; 316968; Disabled main circuit port while AT&T repaired a broken fiber due to the installation of a new traffic light. Reactivated the main circuit port after receiving notification that the service was restored on AT&T's end. JC 08/24/23; Angel Oak Elementary; 8/24/23 9:06; 560754
8/24/23 7:06; cristian_toscano.c; 1; 8/24/23 7:06; 8/23/23 15:13; No Phones and Internet School wide.; AOES- Network Outage; 316971; A ticket has been submitted to AT&T to have the primary circut reestablished; Angel Oak Elementary; 8/24/23 7:06; 560754
9/28/23 6:45; WILLIAM_WHITE; 1; 9/28/23 6:45; 9/26/23 11:15; "reporting that St James Santee's phone and internet is down caller was notified over their emergency phone

Performed site and verified that segra is having an area outage. 9/26/2023"; SJSE- Reporting that St. James-Santee Elementary phone and internet is down; 326842; Internet services have been restored to the site by the vendor after the internet outage.; St. James-Santee Elementary; 9/28/23 6:45; 577762
9/26/23 12:35; Daquon_Bibbs; 1; 9/26/23 12:35; 9/26/23 11:15; reporting that St James Santee's phone and internet is down caller was notified over their emergency phone; SJSE- Reporting that St. James-Santee Elementary phone and internet is down; 326841; Sienna box has green lights from the fiber converter to the switch. Issue being reported to segra.; St. James-Santee Elementary; 9/26/23 12:35; 577762
10/2/23 6:45; MILES_KEENER; 1; 10/2/23 6:45; 9/29/23 15:04; "Internal extension calls are working (and the PA works but external calls and outgoing calls are not working. 

Confirmed with principal and by trying to call main line."; ECMS- No incoming outgoing calls for the entire building; 327874; Opened ticket with At&t and verified that system is able to receive calls after repairs were completed.; East Cooper Montessori; 10/2/23 6:45; 579622
9/29/23 15:44; JOSHUA_CHAVIS; 1; 9/29/23 15:44; 9/29/23 13:14; "Internal extension calls are working (and the PA works but external calls and outgoing calls are not working. 

Confirmed with principal and by trying to call main line."; ECMS- No incoming outgoing calls for the entire building; 327808; Rebooting phone system did not fix the line. Found DMARC from AT&T and supervisor opened ticket with AT&T to fix the issue. JC 09/29/23; East Cooper Montessori; 9/29/23 15:44; 579622
9/29/23 15:26; MILES_KEENER; 1; 9/29/23 15:26; 9/29/23 15:24; "Internal extension calls are working (and the PA works but external calls and outgoing calls are not working. 

Confirmed with principal and by trying to call main line."; ECMS- No incoming outgoing calls for the entire building; 327885; Troubleshooting outage and opening AT&t trouble ticket; East Cooper Montessori; 9/29/23 15:26; 579622
10/2/23 15:17; MILES_KEENER; 1; 10/2/23 15:17; 10/2/23 7:03; Security received a radio call from St. James- Santee Phone and the internet is down.; SJSE- No network or Phones; 327910; Segra was able to complete repair of fiber break. WE have confirmed that the site is back up and operational .; St. James-Santee Elementary; 10/2/23 15:17; 579760
10/2/23 10:06; Daquon_Bibbs; 1; 10/2/23 10:06; 10/2/23 7:11; Security received a radio call from St. James- Santee Phone and the internet is down.; SJSE- No network or Phones; 327913; A section of fiber cabling has been damaged. Segra ticket 792400 and At&t ticket NG027087; St. James-Santee Elementary; 10/2/23 10:06; 579760
10/5/23 17:05; WILLIAM_WHITE; 1; 10/5/23 17:05; 10/4/23 15:21; "Phones are down are down

Calls can't be made out nor received in.

Called the front office and received a busy signal.
Opened AT&T ticket# 075436
-10/5  Received an email for area manager stating that at this time;  testing has been completed. A technician has been assigned and set for dispatched out to your location at East cooper at 13:00. Forwarded the email to Billy koll who is the onsite contact."; ECMS- Phones are down are down; 328919; Received notification of services being restored from AT&T repairs. Verified this by calling the main number and talking to the front office staff.; East Cooper Montessori; 10/5/23 17:05; 581176
10/4/23 15:23; WILLIAM_WHITE; 1; 10/4/23 15:23; 10/4/23 14:15; "Phones are down are down

Calls cant be made out nor received in.

Called the front office and received a busy signal

10/4/2023 - Reported issue to AT&T Ticket# BR075436 called in by will white"; ECMS- Phones are down are down; 328882; Finally got issue reported with the correct circuit ID to the correct departmernt. Ticket#BR075436; East Cooper Montessori; 10/4/23 15:23; 581176
11/6/23 8:49; MILES_KEENER; 1; 11/6/23 8:49; 11/6/23 6:51; Network outtage; BA- Network outtage; 335565; Drove to Buist and found a UPS malfunctioning; Buist Academy; 11/6/23 8:49; 592170
11/6/23 8:44; JACOB_GARREAU; 1; 11/6/23 8:44; 11/6/23 6:51; Network outtage; BA- Network outtage; 335567; Went to buist and verified that the network was back up and running; Buist Academy; 11/6/23 8:44; 592170
11/15/23 9:54; MILES_KEENER; 1; 11/15/23 9:54; 11/14/23 8:16; "Lynette Flagg is reporting that all the phones and the WIFI is out throughout the entire school 
Had caller ping 80.80.80.80. but it failed 
Unable to find the host 
5 nodes are down in orion"; SIES- Sullivans Island Elementary phones and network are down; 337129; Discovered loop and had to reboot network switches for them to recover as they were hung. Drove to site and tested network to ensure that all was well.; Sullivan's Island Elementary; 11/15/23 9:54; 594840
11/15/23 7:04; MARTIN_NIELSON; 1; 11/15/23 7:04; 11/15/23 7:02; "Lynette Flagg is reporting that all the phones and the WIFI is out throughout the entire school 
Had caller ping 80.80.80.80. but it failed 
Unable to find the host 
5 nodes are down in orion"; SIES- Sullivans Island Elementary phones and network are down; 337364; Replaced FSR switch to bring up the cameras in the school.; Sullivan's Island Elementary; 11/15/23 7:04; 594840
11/14/23 10:12; DYLAN_MERRY; 1; 11/14/23 10:12; 11/14/23 8:24; "Lynette Flagg is reporting that all the phones and the WIFI is out throughout the entire school 
Had caller ping 80.80.80.80. but it failed 
Unable to find the host 
5 nodes are down in orion"; SIES- Sullivans Island Elementary phones and network are down; 337134; Checked with Ian to see if I could help and he said no; Sullivan's Island Elementary; 11/14/23 10:13; 594840
11/15/23 10:52; JACOB_GARREAU; 1; 11/15/23 10:52; 11/15/23 9:04; "Lost of Phones;  and network throughout the entire school;  Orion is showing RED for Buist Aca.

The TR closet on the first is alarming."; BA- Network Lost.; 337440; Will white resolved issue replaced power for switches; Buist Academy; 11/15/23 10:52; 595306
11/15/23 10:45; WILLIAM_WHITE; 1; 11/15/23 10:45; 11/15/23 9:02; "Lost of Phones;  and network throughout the entire school;  Orion is showing RED for Buist Aca.

The TR closet on the first is alarming."; BA- Network Lost.; 337436; Replaced defective Eaton ATS switch in MTR. Verified incoming and outgoing calls. Verified all AP and access control devices are up as well.; Buist Academy; 11/15/23 10:45; 595306
